15,0
14.98395,0.00585
14.9358,0.0234
14.85585,0.05235
14.7444,0.0915
14.60205,0.1398
14.4291,0.19545
14.2266,0.2574
13.99515,0.3249
13.73595,0.3978
13.4502,0.47565
13.1388,0.55755
12.80325,0.64245
12.44505,0.72945
12.0657,0.81795
11.66685,0.9072
11.25,0.9963
10.8171,1.08405
10.3701,1.16925
9.9108,1.25115
9.44115,1.3287
8.96325,1.40115
8.4789,1.46775
7.9905,1.52775
7.5,1.5807
7.0095,1.62555
6.5211,1.6614
6.03675,1.6872
5.55885,1.70175
5.0892,1.70415
4.6299,1.6941
4.1829,1.67115
3.75,1.63545
3.33315,1.5876
2.9343,1.5285
2.55495,1.4589
2.19675,1.37925
1.8612,1.29105
1.5498,1.1955
1.26405,1.09245
1.00485,0.98115
0.7734,0.86295
0.5709,0.74055
0.39795,0.6177
0.2556,0.49545
0.14415,0.37335
0.0642,0.2481
0.01605,0.12375
0,0.01125
0.01605,-0.0849
0.0642,-0.1653
0.14415,-0.2385
0.2556,-0.30915
0.39795,-0.3753
0.5709,-0.43725
0.7734,-0.49215
1.00485,-0.5373
1.26405,-0.57255
1.5498,-0.59865
1.8612,-0.6159
2.19675,-0.6249
2.55495,-0.62655
2.9343,-0.62205
3.33315,-0.6117
3.75,-0.5961
4.1829,-0.57675
4.6299,-0.555
5.0892,-0.53205
5.55885,-0.5085
6.03675,-0.48435
6.5211,-0.45945
7.0095,-0.43365
7.5,-0.40695
7.9905,-0.37935
8.4789,-0.351
8.96325,-0.32235
9.44115,-0.2937
9.9108,-0.2658
10.3701,-0.2394
10.8171,-0.2145
11.25,-0.19155
11.66685,-0.1704
12.0657,-0.1509
12.44505,-0.1329
12.80325,-0.11625
13.1388,-0.1011
13.4502,-0.08745
13.73595,-0.0753
13.99515,-0.06465
14.2266,-0.0546
14.4291,-0.04455
14.60205,-0.03405
14.7444,-0.0234
14.85585,-0.0138
14.9358,-0.0063
14.98395,-0.00165
15,0
